title,company_name,job_description,english_level,salary
Python Developer (Scraping),Dataforest,"Looking for a Python Developer (Scraping) to join the Dataforest team. If you are looking for a friendly team, a healthy working environment, and a flexible schedule ‒ you have found the right place to send your CV.

Skills Requirements:
• 6+ months commercial experience with Python;
• Experience with Web scrapping/Data gathering/Cleaning and Visualization;
• Experience with Web automation;
• Experience with libraries/ frameworks: Beautifulsoup, selenium, lxml.
• Experience with SQL;

Key responsibilities:
• Develop scraping and parsing solutions;
• Develop API, ETL pipelines, other data integration services ;
• Collaborate with Project Managers to solve customer problems;
• Optimize applications regarding project requirements;
• Collaborate with team members, take part in meetings, brainstorms.

Optional skills (as a plus):
• Experience with NoSQL and in-memory DB;
• Experience with Pandas.
• Experience with Flask, Flask-RESTful
• Experience with linux, AWS, GCP;
• Experience with 2captcha, anticaptcha;
• Experience with pyautogui;
• Experience with virtualdisplay.

We offer:
• Great networking opportunities with international clients, challenging tasks;
• Building interesting projects from scratch using new technologies;
• Personal and professional development opportunities;
• Competitive salary nominated in USD;
• Paid vacation and sick leaves, medical insurance;
• Flexible work schedule;
• Friendly working environment with minimal hierarchy;
• Team building activities, corporate events.",Intermediate,$500-1200
Senior Python Developer with AWS,Luxoft,"Project Description:
Development of monitoring and diagnostics system. It fulfils both local and remote data access and analytics requirement, as well as local and remote troubleshooting purpose.
Responsibilities:
- Development of new features and modification of existing functionality based on new requirements
- Communication with other development teams.
- Proactive position in the preparation of approaches, solution development, and process improvement.
Mandatory Skills Description:
• Minimum 6 years of experience as a Python Engineer.
• Strong software engineering skills, including object-oriented design and an understanding of system design patterns
• Experience working in an agile environment.
• Experience of presenting and implementing development team processes / best practices for environments, security, coding standards, QA processes etc
• Experience of mentoring and building the skills of team members.
- Experience with Timeseries DB and real-time data
- Experience with AWS Services (Lambda, SQS);
- SQL/PostgreSQL knowledge
Nice-to-Have Skills:
Linux, Industrial IIoT
Languages:
English: B2 Upper Intermediate",Upper,
Team Lead / Senior Python Engineer (Indigo Ag),Intelliarts,"We are looking for a Team Lead/Senior Software Engineer to join an Indigo Ag Engineering Organization. Indigo is determined to build a development center in Ukraine. Indigo Ag is a Unicorn Boston Startup with over 1200 employees.

Valued at over 3 Billion dollars, #2 on the Disruptors list Indigo Ag is an international AgriTech startup pioneering an ambitious mission in a budding industry where agriculture meets technology. Through data-driven insights, natural microbiology, and innovative digital technologies, Indigo is partnering across the supply chain, ultimately cultivating a scalable climate solution and enhanced ecosystem that beneficially serves farmers, consumers, and the planet alike. Indigo Engineering provides tremendous career and learning opportunities.

Working on the Indigo Platform, you will become a better engineer working with FastAPI, SQLAlchemy, Alembic, Pydantic, Python3, Celery, and Redis and learning to work on mono-repo in small highly autonomous teams with a very high degree of ownership.

Required skills
5+ years of experience using Python
Excellent understanding of the OO design/programming paradigm
Solid background in computer science and programming
Strong knowledge of databases and networks
At least an Upper-Intermediate Level of English
Ability to manage team and stakeholders
Mentoring experience
We offer
Professional development support (books, online courses, conferences, certifications, English classes, and clubs)
Flexible working hours and WFH policy (upon agreement with the teammates)
Home office setup compensation
Medical insurance or sports compensation
20 business days of paid vacation, additional vacation in case of baby birth
Sick leaves compensation
Maternity/paternity leave
Corporate events and team-buildings
Competitive salary",Upper,
Python Developer for EdTech company,Projector,"Шукаємо КУРАТОРА/КУРАТОРКУ на курс Python Beginning у Projector Institute.

Ми метчимо, якщо:
— в тебе комерційний досвід - 3-4 роки;
— маєш ступінь бакалавра комп’ютерних наук або схожої спеціальності;
— в тебе є досвід менторства junior/trainee колег;
— є знання інших мов програмування;
— маєш досвід роботи з вебом, БД і написанням тестів.

У кураторів є 3 основні задачі:
— перевірка та фідбек на домашні завдання студентів;
— проведення вебінарів 1-2 рази на тиждень, онлайн у вечірній час;
— комунікація зі студентами.",Intermediate,
Штучний інтелект і Python (блок ШІ),IT STEP Academy,"Міжнародна Академія IT STEP шукає викладача для ведення курсів з штучного інтелекту та програмування на мові Python в рамках блоку ШІ. Якщо ви є досвідченим фахівцем в галузі ШІ і Пайтон, та бажаєте долучитися до команди, що формує майбутнє IT-спеціалістів, ця вакансія може бути для вас.
ОБОВ'ЯЗКИ:
- Проведення лекцій та практичних занять з штучного інтелекту та програмування на Python.
- Розробка та оновлення навчальних матеріалів, враховуючи сучасні тенденції та виклики в галузі ШІ та Python.
- Супровід студентів у виконанні практичних завдань та проектів.
- Участь у розвитку та впровадженні навчальних програм.
ВИМОГИ:
- Вища технічна освіта в галузі інформатики, штучного інтелекту чи пов'язаних спеціальностей.
- Досвід роботи в сфері штучного інтелекту та програмування на Python.
- Знання сучасних методів і технологій у галузі ШІ.
- Досвід викладання на курсах чи тренінгах буде великим плюсом.
МИ ПРОПОНУЄМО:
- Можливість співпраці з висококваліфікованими колегами та студентами.
- Участь у розробці та впровадженні навчальних програм.
- Професійний розвиток та можливість участі у науково-дослідницьких проектах.
Якщо ви відчуваєте, що ваша експертиза відповідає цим вимогам, надсилайте своє резюме та мотиваційний лист на електронну адресу або в телеграм Innassayu",,
Python Developer,Yael Acceptic,"Join our team as an experienced Python Developer, where you will take a role in building and optimizing our AWS cloud infrastructure. This position requires hands-on experience with AWS services, proficiency in Python, and a strong background in deploying and managing infrastructure using Terraform.

Responsibilities:
- Identify and plan improvements to the implementation;
- Be a key team member in design and development;
- Maintaining infrastructures and environments of all types from dev to production;
- Security monitoring and administration.

Requirements:
- 2+ years of experience in Python;
- 2+ years hands on experiences with AWS cloud services (VPC, API - Gateway, EC2, ALB, NLB, Lambda, RDS, IAM);
- Working experience with DB technologies (SQL, non-SQL);
- Experience deploying and managing infrastructure with terraform;
- Hands on experiences with container technology (Docker, ECR, ECS);
- Experience with CI/CD platforms and tools;
- Experience with design and develop API (YAML, Swagger, FastAPI etc);
- At least an Upper-Intermediate level of English.

We offer:
Professional Development: free English courses, access to company’s library, free access to the corporate Udemy account, possibility to participate and share your knowledge as a speaker in our internal meetups, opportunity to work from anywhere (depends on the project).

Benefits: 100% paid vacation and sick leaves, health insurance, membership in IT Cluster, access to psychological help, office cabinet structure, free accountant and lawyer services, opportunity to accumulate part of the own salary in the company in dollar terms, team building activities.",Intermediate,
Senior Python developer (Location - Germany),Confitech Dienstleistungs GmbH,"Please note
This position requires the ability to work in the German office (Saarbrücken) or remotely from any German region.

It is required, that the candidate either should be located in Germany or be ready to quickly relocate to Germany and get a job permit.


About the company & project
Artificial intelligence is the steam engine of the fourth industrial revolution with a significant impact on all our lives. However, modern AI algorithms are powerful but dangerous black boxes that can cause significant financial and physical harm. Apple’s credit card which has been investigated for discriminating against women, Microsoft’s chatbot that reportedly made racist tweets, or Tesla’s autopilot which was reported to cause crashes are just examples of recent AI incidents. Making algorithmic decision-making transparent and accountable is, therefore, a fundamental prerequisite for future-proof organizations.

Our international team of machine learning researchers, engineers, and business minds has built AI systems for leading organizations and published at top-tier academic venues.

We enable society for a safe and self-determined co-existence with intelligent machines.

What will you do:
- Contribute to the architecture and delivery process of a scalable software product involving data science and machine learning
- Work on and improve existing algorithms
- Solve challenging optimization problems
- Develop clean, high-performance production codes and document them in a knowledge database
- Take part in code reviews to ensure the high-quality standards of the product and codebase


Requirements:
- You're a strong senior Python developer.
- Min 5+ years of professional software development experience.
- Solid skills in C/C++ or Java.
- Experience in cloud technologies (e.g. AWS).
- Experience in container/orchestration tools (Kubernetes, Docker).
- Solid knowledge of relational databases and SQL.
- Very good knowledge of design patterns and software design best practices.
- Fully comfortable working in English (written and spoken), German is a plus.
- Experience with ML libraries like scikit-learn, Spark ML or PyTorch/Tensorflow is a big plus.


What we offer:
We have entered a decade of disruption, driven by a dramatic shift in the power of technology and the audacity of startups. In order to be fit for the future, visionary companies will deliberately re-imagine themselves by injecting or attacking established business models with new ideas fueled by technology. Now it is your chance to be part of such a venture.

You have the chance to join an expert team at one of the world‘s most innovative cybersecurity ventures securing society in a digital age.

You have the chance to join an expert team at one of the world‘s most innovative cybersecurity ventures securing society in a digital age.

You get the chance to discuss product development with leading researchers and have exclusive insights into to process of gaining market readiness and traction as an early-stage venture. Work in an open and innovative environment where professional development is fostered and have access to coaching by world-class experts. Furthermore, you get your own area of responsibility and you can be sure that there is an adventure awaiting you.",Upper,
Senior Python Developer,Luxoft,"Development of monitoring and diagnostics system. It fulfils both local and remote data access and analytics requirement, as well as local and remote troubleshooting purpose.
Responsibilities:
- Development of new features and modification of existing functionality based on new requirements
- Communication with other development teams.
- Proactive position in the preparation of approaches, solution development, and process improvement.
Mandatory Skills Description:
• Minimum 6 years of experience as a Python Engineer.
• Strong software engineering skills, including object-oriented design and an understanding of system design patterns
• Experience working in an agile environment.
• Experience of presenting and implementing development team processes / best practices for environments, security, coding standards, QA processes etc
• Experience of mentoring and building the skills of team members.
- Experience with Timeseries DB and real-time data
- Experience with AWS Services (Lambda, SQS);
- SQL/PostgreSQL knowledge
Nice-to-Have Skills:Linux, Industrial IIoT",Upper,
Senior Python Developer with AWS,Luxoft,"Project Description: Development of monitoring and diagnostics system. It fulfils both local and remote data access and analytics requirement, as well as local and remote troubleshooting purpose.

Responsibilities:
- Development of new features and modification of existing functionality based on new requirements
- Communication with other development teams.
- Proactive position in the preparation of approaches, solution development, and process improvement.

Mandatory Skills Description:
• Minimum 6 years of experience as a Python Engineer.
• Strong software engineering skills, including object-oriented design and an understanding of system design patterns
• Experience working in an agile environment.
• Experience of presenting and implementing development team processes / best practices for environments, security, coding standards, QA processes etc
• Experience of mentoring and building the skills of team members.
- Experience with Timeseries DB and real-time data
- Experience with AWS Services (Lambda, SQS);
- SQL/PostgreSQL knowledge

Nice-to-Have Skills: Linux, Industrial IIoT

Languages:
English: B2 Upper Intermediate",Upper,
Senior Python Developer with AWS,Luxoft,"Project Description:Development of monitoring and diagnostics system. It fulfils both local and remote data access and analytics requirement, as well as local and remote troubleshooting purpose.
Responsibilities:
- Development of new features and modification of existing functionality based on new requirements
- Communication with other development teams.
- Proactive position in the preparation of approaches, solution development, and process improvement.
Mandatory Skills Description:
• Minimum 6 years of experience as a Python Engineer.
• Strong software engineering skills, including object-oriented design and an understanding of system design patterns
• Experience working in an agile environment.
• Experience of presenting and implementing development team processes / best practices for environments, security, coding standards, QA processes etc
• Experience of mentoring and building the skills of team members.
- Experience with Timeseries DB and real-time data
- Experience with AWS Services (Lambda, SQS);
- SQL/PostgreSQL knowledge
Nice-to-Have Skills:Linux, Industrial IIoT",Upper,
Python + Django $500-1200,JetUp,"JetUp Digital шукає розробника Python + Django, проєктна робота.

Загалом є проєкт (але Python + Django) не наш стек тому вирішили спробувати з кимось попрацювати в цьому напрямку.

Вимоги:
- досвід важливий, але ХЗ який думаю джуніору буде важко з цим проєктом, тим більше самостійно;
- Досвід роботи з Python 3.8+, Django, PostgreSQL, Git;
- Досвід розробки REST api та роботи з Django Rest Framework;
- Досвід роботи зі складними запитами в Django ORM (annotations, aggregations, subquery) обовʼязковий;
- Досвід проектування архітектури бази даних;
- Вміння та бажання писати юніт тести (Pytest/Unittest) (проект переймаємо від інших розробників тому думаю це пригодиться);
- Досвід роботи з вже існуючим кодом, навички рефакторингу та оптимізації;
- Уважність до деталей;
- Вміння самоорганізуватися у форматі віддаленої роботи.


Обов'язки:
- Розробка нового функціоналу;
- Доопрацювання та удосконалення існуючого, оптимізація.
- Проєкт для мобільного додатку і для веб частини тому скоріш за все навички верстки пригодяться.


загалом процес відбору кандидатів буде проводитись так:
1) співставлю ціну і досвід, проект для нас новий технологія нова, тому досвід потрібен але я поки що не знаю ні рейтів ні цін ні чогось ще тому і не можу сильно вийти за рамки бюджетів.
2) зможу надати існуючий код для аналізу, (це мабуть буде замість тестового завдання) хотілося б зрозуміти чи адекватно написано і чи можна з цим працювати. Можливо потрібно буде підняти все щоб подивитись що там (на якомусь дев сервері).
3) погодження умов (почасовка і тд.).
4) погодження з замовником строку початку у і сам початок роботи.",Pre,$500-1200
Python (Odoo) Developer,ToDo LTD,"Вітаємо! Ми команда ToDo. Входимо до складу великої української ІТ team, що з 2003 року спеціалізується на автоматизації бізнес-процесів. Разом ми впроваджуємо IT-рішення від провідних вендорів і створюємо власні, щоб оптимізувати роботу виробництв, рітейлу, складів, автосервісів тощо.
Напрямок саме нашої команди - діджиталізація всіх бізнес-процесів підприємства на базі популярної у світі системи ERP класу – Odoo.
Наразі ми в пошуку Python Odoo Developer, який допоможе нам якісно кастомізувати Odoo-рішення під особливості бізнесу замовника. Чудово, якщо Ваші знання включають:

Технології:
1. Python
2. JavaScript
3. CSS
4. HTML
5. SQL
6. XML

Фреймворк:
1. Odoo

Система:
1. Github

Ми шукаємо людину з досвідом розробки Odoo і перш за все розглядаємо відповідних кандидатів, але якщо Ви маєте досвід розробки Веб-додатків і відчуваєте, що зможете швидко навчитися програмувати в Odoo – ми з зможемо адаптувати і розвинути Ваш досвід, спираючись на специфіку діяльності компанії.

Крім того, ми зі свого боку забезпечимо Вас:
1. прозорою системою винагороди Ваших навичок і зусиль;
2. комфортними умовами: офіс у Києві, або ж дистанційний формат;
3. можливістю і натхненням навчатися завдяки лояльному і відкритому керівництву;
4. зарядженим на результат, амбітним оточенням, з яким буде приємно пліч-о-пліч досягати малих і великих перемог.

Будемо раді отримати Ваш відгук і, можливо, разом збагачуватись знаннями та реалізувати амбітні цілі.

P.S. Будь ласка, прикріпить у відгуку також приклади робіт зі свого портфоліо, дякуємо!",,
Python developer на платформі Odoo,Aurelis Software,"Вітаю! Ми IT outsource компанія, яка зараз на шляху автоматизації своїх бізнес-процесів. Наразі ми створюємо нову команду для розробки продуктів на Odoo і шукаємо досвідченого розробника Python, який допоможе нам закласти основу команди.

Ми шукаємо кандидата з такими навичками:
Розробка модулів Odoo (1+ років): ORM API, QWEB, UI/Menus/Views/Actions, Modules, Controllers
Python
PostgreSQL
JavaScript
HTML, CSS, XML
Git
Освіта — технічна спеціальність
3+ роки досвіду роботи розробником

Що ми очікуємо:
Аналіз вимог клієнтів, проектування та розробка модулів
Вдосколналення вже розроблених модулів та налаштування нового функціоналу
Підтримка клієнтів щодо помилок та проблем
Розробка технічної документації та посібника користувача
Тренування менш досвідчених членів команди в якості Tech Lead

Ми пропонуємо:
Віддалену роботу з можливістю працювати в нашому Київському офісі
Гнучкий робочий графік
Відпустки (20 робочих днів) і лікарняні (10 робочих днів)
Співпраця на основі ФОПу або в рамках ДіяСіті за гіг-контрактом
Робота в український компанії, що амбіційно розвивається та створює соціально корисні проекти для держави

Етапи найму:
Розгляд резюме
Співбесіда з HR і Project Manager
Виконання тестового завдання
Додаткова співбесіда з командою за необхідності

Чекаємо на ваші відгуки!",Pre,
Senior Python Software Engineer with Data Science experience (in Europe),Binariks,"Binariks is looking for a highly motivated and skilled Senior Python Software Engineer with Data Science experience.
Location: Europe

About the project:
A company that specializes in providing servicing management for all loan and credit receivables that lead to timely and mutually beneficial servicing solutions for both clients and borrowers. We leverage successful international practices by providing flexible and innovative solutions. We put the borrower at the forefront and, after careful consideration of their financial situation, design the best possible solution.

Requirements:
- A minimum of 7 years of hands-on experience in software development
- Advanced expertise in Python programming
- Solid written and verbal English communication skills
- Senior Python Engineer with some Data Science experience or - Senior Data Scientist with solid Python skills
- A passion for crafting clean, elegant, and well-documented source code
- Proven experience in writing both integration and unit tests in Python
- Familiarity with Continuous Integration (CI) and Continuous - Delivery (CD) practices
- Experience with Spark and Big Data

Responsibilities:
- Develop the back-end
- Collaborate closely with front-end developers and data science teams to ensure seamless functionality
- Triage, debug, and resolve technical issues efficiently
- Engage in code and peer reviews, upholding the highest quality standards
- Assist your team in understanding and prioritizing software requirements
- Actively participate in both internal and external meetings, discussing your work outcomes and project milestones

We provide the following for our employees:

18 working days of paid vacation
10 working days of sick leave annually (5 days paid at 100% and 5 days at 75% rate of your average monthly salary)
50% cost compensation for English courses
Flexible work schedule
Additional days off for special occasions, national holidays off
A competitive and rewarding salary based on performance appraisals/knowledge evaluation
Possibility to share and gain knowledge on regular tech talks
Friendly and professional team
Innovative projects with advanced technologies
Remote work
Accounting service",Upper,
Junior Python Developer (full stack),Synergy Way,"We are currently seeking a motivated and skilled Junior Python Developer with a passion for full-stack development.

Required skills:
- Minimum of one year of hands-on experience with Python, Django, and Django ORM;
- Good understanding of JavaScript/Typescript and practical experience with it;
- OOP, SOLID, Design Patterns;
- Code reviews and adherence to best coding practices;
- Understanding how to work with SQL and Postgres databases;
- Knowledge of AI integration concepts;
- Experience in working with REST API;
- Familiar with version control using Git and containerization with Docker;
- At least Intermediate in English.


Will be a plus:
- Practical experience with ML frameworks: OpenCV, Tensorflow/PyTorch;
- Understanding how to work with Pandas and Numpy;
- Cloud platform experience (AWS, GCP, or Azure);
- Practical experience with JS frameworks React/Vue;
- Experience with Linux (sh/bash);
- Unit testing.

We offer:
Opportunities for career growth and personal development, to help you improve your skills and achieve your goals;
Educational programs that are covered by the company at 30% of the expense;
Paid vacation leave and public holidays (21 vacation days annually);
Competitive salary with regular performance reviews;
Outdoor team activities are paid for by the company;
English language improvement through extensive communication;
The chance to work alongside highly experienced and enthusiastic IT professionals who are ready to share their knowledge and help you gain invaluable experience in a live IT environment.",Intermediate,
Python developer,Project Ukraine,"Наша компанія – це команда ентузіастів, що створюють передумови в IT галузі України для переходу із аутсорсу до роботи над власними продуктами. Разом із західними партнерами ми створили https://projectukraine.online і запускаємо декілька інноваційних та масштабних проєктів, які допомагатимуть українцям і світу.


Вимоги:
- 2+ роки комерційного досвіду на аналогічній посаді;
- Досвід роботи з Python 3.8+, Django, PostgreSQL, Git;
- Досвід розробки REST api та роботи з Django Rest Framework;
- Досвід роботи зі складними запитами в Django ORM (annotations, aggregations, subquery) обовʼязковий;
- Досвід проектування архітектури бази даних;
- Вміння та бажання писати юніт тести (Pytest/Unittest);
- Досвід роботи з вже існуючим кодом, навички рефакторингу та оптимізації;
- Вміння користуватися командною строкою Linux;
- Уважність до деталей;
- Вміння самоорганізуватися у форматі віддаленої роботи.


Обов'язки:
- Розробка нового функціоналу;
- Доопрацювання та удосконалення існуючого, оптимізація.


Що ми пропонуємо:
- Full Remote формат роботи;
- Конкурентна заробітна плата;
- Робота з надихаючими українськими IT-продуктами, які роблять світ кращим;
- Позитивна, молода команда з різних куточків України;
- Оплачувані відпустка і лікарняні.


Про компанію Project Ukraine
Project Ukraine is part of Ruliad - a London-based impact technology company that is uniting exceptional technologists to build world-changing products.


We are looking for the most driven experts from Ukraine to work on these products in order to create a post-war ecosystem that will ensure Ukraine is rebuilt as a tech superpower.
Про компанію Project Ukraine
Project Ukraine is part of Ruliad - a London-based impact technology company that is uniting exceptional technologists to build world-changing products.

We are looking for the most driven experts from Ukraine to work on these products in order to create a post-war ecosystem that will ensure Ukraine is rebuilt as a tech superpower.

Joining us means joining a company of extremely motivated individuals who look for meaning in what they do. It is not always easy, and it is not for everyone. But overcoming meaningful differences, coming together for the right cause, and tackling any problem that stands in the way is the journey civilisation is on. Join us on that journey.

Сайт компанії:
https://projectukraine.online/

Сторінка компанії на DOU:
https://jobs.dou.ua/companies/project-ukraine/",,
Software Engineer with VoIP experience,Respeecher,"We are looking for a Senior Software Engineer who will help us to build infrastructure for deploying real-time machine learning models.


Benefits

- Make cutting edge deep generative models work in production for customers in Hollywood and beyond
- Freedom to try out ideas of your own


Duties

- Take our AI model that can change someone’s accent on a phone call and create a scalable way to run it in the cloud on GPUs and integrate with various VoIP systems used by customers. Each GPU will process multiple streams of audio, and it should be possible to move streams between GPUs in order to support autoscaling
- Develop APIs to let clients monitor and control use of the system. Frontend interfaces to these APIs could be part of your job, but more likely someone else will build these
- Make the system run in multiple environments
- Potentially also work on edge deployments (running the model on a user’s CPU)


We expect you to

- Have knowledge of VoIP technologies used by call centers
- Be able to talk with customers and help them integrate our technology
- Write great Python or C++ code using best practices. (If you have a strong preference for another language and can defend your choice, we can consider other languages.)
- Experience with multiprocessing and optimizing CPU-based pipelines
- Have practical experience in deploying your code to multiple environments
- Have practical experience in designing and building different kinds of APIs


Would be a plus

- DevOps experience
- MLOps Experience
- Understand performance issues in deep learning inference
- Experience with Desktop Applications
- Frontend web experience",Upper,
Python Engineer (OCR and Document Processing),PLANEKS,"Let’s start with what PLANEKS offers:

0. Fast and comfortable hiring process.
1. 100% remote work opportunity and flexitime - choose working hours between 8:00-20:00.
2. Manage your compensation $$$$ budget - Travel tickets, Work equipment, Health insurance, Software, Sport, Training.
3. Salary paid in USD + tax compensation. Revision every 12 months. We want everyone to be confident in what tomorrow brings.
4. Everything to provide a good rest. YES: Paid vacation, national holidays, sick leaves(and support in case of serious diseases). NO: overtime, work on weekends.
5. Regular feedback, mentorship. Friendly and professional team that supports you. Well, we're proud of how we handle that. So you can always count on us.
6. Speaking clubs with a native speaker to constantly maintain your English level.
7. No bureaucracy - transparent processes and flat management. Working remotely means keeping things as simple as possible to work efficiently.

We propose something more significant than a job. PLANEKS means developing a new lifestyle for our colleagues and clients. So take your part in it!


Customer Overview:

Our customer is a pioneering startup in the InsureTech sector, dedicated to streamlining and automating manual processes through innovative technologies. With a core mission centered around innovation, our client is currently in the process of forming a dedicated team of Python Engineers. The primary objective of this team is to propel the development of Optical Character Recognition (OCR) capabilities within the insurance domain, marking a significant leap forward in the digital transformation of insurance-related operations.

Position Overview:

We are seeking talented Python Engineers to join this growing team, with a primary focus on OCR and document processing. As a Python Engineer, you will play a crucial role in developing solutions for text recognition, data extraction, and document analysis. If you are passionate about leveraging your Python skills to drive automation in the insurance industry, we invite you to be a part of our dynamic team.

Key Responsibilities:

- Design and implement efficient and scalable OCR solutions using Textract, Tesseract, and other relevant technologies.
- Work on processing diverse document types and structures, adapting to new challenges in the insurance domain.
- Utilize regular expressions and text manipulation techniques to extract and organize information accurately.
- Collaborate with backend developers to integrate OCR capabilities seamlessly into existing systems.
- Stay updated on emerging technologies and best practices in OCR and document processing.

Qualifications:

- Proven experience (2 years) as a Python Engineer with a focus on OCR and text processing.
- Familiarity with OCR technologies such as Textract and Tesseract (other OCR technologies will be a big plus).
- Strong coding skills in Python and experience with backend development.
- Proficiency in regular expressions and text manipulation.
- Knowledge of SQL databases.
- Conversational English level (at least Upper Intermediate);


If you have the required skills and are eager to contribute to the advancement of OCR technology in the InsureTech sector, we encourage you to apply and be a part of our innovative team.",Upper,
Middle Python Developer,COMPARUS UA,"Наша співпраця передбачає роботу тільки в офісі в місті Дніпро!

Ми — продуктова команда, що створює додаток, здатний вилучати та структурувати дані зі сканованих чи фотодокументів.

Ми пропонуємо:
- повне технічне оснащення (MacBook, додатковий монітор, комфортне робоче місце)
- роботу тільки з передовими технологіями
- 8-годинний робочий день, без овертаймів
- компенсацію лікарняних, відпусток
- часткову компенсацію за спортзал
- часткову компенсацію сертифікацій і конференцій
- часткову компенсацію за заняття англійською/німецькою

Задачі:
- впровадження мікросервісів з нуля
- впровадження алгоритмів обробки документів
- конфігурація взаємодії мікросервісів

Навички, необхідні для роботі з продуктом:
- глибоке знання Python 3
- досвід створення RESTful Web Services
- досвід роботи з design service API (OpenAPI Swagger contracts)
- досвід роботи з Docker
- досвід роботи з Kubernetes (OpenShift)
- досвід роботи з Tesseract OCR
- рівень розмовної/письмової англійської мови Intermediate/B1+

Ці навички стануть у нагоді:
- коммерційний досвід і розуміння архітектури програми
- розуміння, що таке штучний інтелект
- знати, що таке нейронні мережі, машинне навчання, аналіз даних
- досвід роботи з будь-якими інструментами та фреймворками з відкритим кодом для глибокого навчання
- навички налаштування MinIO
- досвід роботи з реляційними та іншими БД (OracleDB, Postgresql, Mongo, etc)
- налаштування та використання Redis
- досвід роботи з Kafka
- досвід обробки PDF
- організаторські здібності

Етапи спілкування за вакансією:
1. Діалог з Recruiter у форматі переписки (обговорюються виключно найважливіші питання)
2. Online call: 15 хв перевірка рівня English, 30 хв детальне обговорення вакансії з Recruiter
3. Технічна співбесіда з Team Lead та потенційним Tech onboarding guide (60-90 хв)
* етапи можуть змінюватись в ході спілкування, але завжди лише з метою можливої подальшої співпраці",Intermediate,
Large Language Model (LLM) Engineer,BVG,"We are seeking a dedicated Large Language Model (LLM) Engineer to join our AI team. The ideal candidate will be responsible for developing, fine-tuning, and deploying language models to solve diverse business challenges. If you have a passion for and AI and a deep understanding of transformer architectures, this position might be for you.
Skills and Qualifications:
- Computer Science, Artificial Intelligence, Machine Learning, or a closely related field.
- Solid experience with deep learning frameworks such as,, or others.
- Strong understanding of Natural Language Processing and transformer architectures like ,,, etc.
- Proficiency in programming languages like Python. Familiarity with libraries such as Hugging Face's Transformers is a plus.
- Experience with high-performance computing, GPU optimization, and distributed training.
Innovative mindset with the ability to troubleshoot complex problems and provide effective solutions.
- Strong written and verbal communication skills to collaborate with teams and present findings.",Upper,$1000-1700
Middle to Senior Python Engineer,BVG,"As a Middle to Senior Python Engineer, you will be instrumental in developing complex applications, collaborating with cross-functional teams, and pushing the boundaries of what's possible with Python. Your extensive experience will guide the team towards maintaining best coding practices, ensuring efficient and high-quality software solutions.
Skills and Qualifications:
- Bachelor's or Master's degree in Computer Science, Software Engineering, or a related field.
- Minimum of 4 years of experience with Python, with a deep understanding of its strengths and weaknesses.
- Strong experience with Python frameworks such as Django, Flask, FastAPI, etc.
- Solid understanding of RESTful APIs and their integrations.
- Proficiency in databases, both relational (e.g., PostgreSQL, MySQL) and non-relational (e.g., MongoDB).
- Familiarity with cloud platforms like AWS, GCP, or Azure.
- Strong understanding of software engineering best practices, including design patterns, code reviews, and automated testing.
- Experience with front-end technologies (HTML, CSS, JavaScript) is a plus.
- Ability to communicate complex technical concepts clearly, both written and verbally.
- Passion for innovation and staying updated with the latest technological developments.
- Strong problem-solving skills with a knack for thinking creatively.
- Ability to thrive in a fast-paced, collaborative, and diverse environment.
- Strong team player with excellent interpersonal skills.",Upper,$1000-1700
Python Developer,OCTY,"About us:
Our company works with startups - develop, launch and improve them with modern technologies. Our entire friendly team of talented software engineers work remotely, but despite this, have well-established communication and you will always get help from your teammates. We offer comfortable working conditions on a remote basis and the opportunity to grow in our team. If you are interested in our vacancy please start your message with Hello Octy!

Required skills:
- 1+ years experience of Python Development
- OOP, SOLID, Design Patterns, Architectural Patterns
- Proficiency in Python, Django/Flask.
- Database expertise (SQL/NoSQL).
- Problem-solving and teamwork skills.
- English B2 or upper.

Additional skills:

- Cloud platform experience (AWS, Azure, GCP).
- DevOps (CI/CD, Docker, Kubernetes).
- Web security knowledge.
- Agile methodology familiarity

Responsibilities:

- Develop and maintain Python applications.
- Collaborate on software architecture and design.
- Conduct code reviews and troubleshoot issues.
- Manage databases and create RESTful APIs.


Have a look at what we offer:
- A wonderful opportunity to grow professionally and acquire friends with common interests
- Young and friendly team
- Competitive salary
- Full time remote work
- Flexible schedule, 8-hour workday
- 20 working days / 4 calendar weeks of paid vacation
- 10+ days of paid sick leave
- Corporate-funded training (growing your technical skills, foreign languages)
- Paid expos and conferences. (online or offline)

Hiring process:
- HR interview (about 25 minutes)
- Technical interview (up to 1 hour)
- Job offer

If we have selected other candidates, you will receive feedback to help you find a job. If the interview moves to the next stage, you will be notified shortly.
Good luck! See you in our team!
Octy",Upper,$350-1200
